dataset,label_a,label_b,dtw_distance,mode
ASL,listen,lobster,0.13058003783226013,nearest_candidates_then_dtw
ASL,little bit,nice,0.13062754273414612,nearest_candidates_then_dtw
ASL,memorize,monday,0.13064368069171906,nearest_candidates_then_dtw
ASL,learn,moose,0.13065484166145325,nearest_candidates_then_dtw
ASL,lightning,manager,0.1306750476360321,nearest_candidates_then_dtw
ASL,loan,octopus,0.13072212040424347,nearest_candidates_then_dtw
ASL,lipstick,mother,0.13076642155647278,nearest_candidates_then_dtw
ASL,lip,niece,0.13081756234169006,nearest_candidates_then_dtw
ASL,manager,motorcycle,0.13082687556743622,nearest_candidates_then_dtw
ASL,microwave,month,0.13082918524742126,nearest_candidates_then_dtw
ASL,like,need,0.13082942366600037,nearest_candidates_then_dtw
ASL,medicine,monster,0.13084103167057037,nearest_candidates_then_dtw
ASL,maybe,melt,0.13088469207286835,nearest_candidates_then_dtw
ASL,manager,north,0.13089248538017273,nearest_candidates_then_dtw
ASL,mock,not yet,0.13090531527996063,nearest_candidates_then_dtw
ASL,little bit,microscope,0.13102947175502777,nearest_candidates_then_dtw
ASL,motor,numerous,0.13103802502155304,nearest_candidates_then_dtw
ASL,make,negative,0.13105767965316772,nearest_candidates_then_dtw
ASL,nephew,now,0.13107989728450775,nearest_candidates_then_dtw
ASL,leader,lose,0.1310872882604599,nearest_candidates_then_dtw
ASL,man,negotiate,0.1311074048280716,nearest_candidates_then_dtw
ASL,lecture,look for,0.13111147284507751,nearest_candidates_then_dtw
ASL,local,not,0.1311163306236267,nearest_candidates_then_dtw
ASL,leak,lion,0.13116289675235748,nearest_candidates_then_dtw
ASL,marry,obtain,0.13118770718574524,nearest_candidates_then_dtw
ASL,near,nephew,0.1311989426612854,nearest_candidates_then_dtw
ASL,listen,meeting,0.13121050596237183,nearest_candidates_then_dtw
ASL,love,match,0.13121771812438965,nearest_candidates_then_dtw
ASL,maximum,monthly,0.13123935461044312,nearest_candidates_then_dtw
ASL,normal,not yet,0.13127297163009644,nearest_candidates_then_dtw
ASL,meaning,next,0.13130809366703033,nearest_candidates_then_dtw
ASL,morning,motorcycle,0.1313358098268509,nearest_candidates_then_dtw
ASL,magic,medicine,0.1313595175743103,nearest_candidates_then_dtw
ASL,live,month,0.13139574229717255,nearest_candidates_then_dtw
ASL,most,negative,0.13142317533493042,nearest_candidates_then_dtw
ASL,meat,mention,0.13143159449100494,nearest_candidates_then_dtw
ASL,misunderstand,odd,0.13146831095218658,nearest_candidates_then_dtw
ASL,mature,mirror,0.13147248327732086,nearest_candidates_then_dtw
ASL,listen,office,0.13154993951320648,nearest_candidates_then_dtw
ASL,nation,not yet,0.13159877061843872,nearest_candidates_then_dtw
ASL,message,nut,0.131655752658844,nearest_candidates_then_dtw
ASL,napkin,october,0.13168329000473022,nearest_candidates_then_dtw
ASL,more,noon,0.1317417174577713,nearest_candidates_then_dtw
ASL,marry,meaning,0.1318299025297165,nearest_candidates_then_dtw
ASL,liability,money,0.13184459507465363,nearest_candidates_then_dtw
ASL,make,nice,0.13186685740947723,nearest_candidates_then_dtw
ASL,medicine,ok,0.1318989247083664,nearest_candidates_then_dtw
ASL,middle,mix,0.13190676271915436,nearest_candidates_then_dtw
ASL,lipstick,lucky,0.13198138773441315,nearest_candidates_then_dtw
ASL,lesbian,me,0.13203100860118866,nearest_candidates_then_dtw
ASL,money,not yet,0.1320405900478363,nearest_candidates_then_dtw
ASL,melody,mountain,0.13208389282226562,nearest_candidates_then_dtw
ASL,motivate,nothing,0.13211815059185028,nearest_candidates_then_dtw
ASL,legal,november,0.13212701678276062,nearest_candidates_then_dtw
ASL,line,numerous,0.13214273750782013,nearest_candidates_then_dtw
ASL,live,number,0.13215023279190063,nearest_candidates_then_dtw
ASL,misunderstand,no,0.13216745853424072,nearest_candidates_then_dtw
ASL,lobster,ocean,0.13224157691001892,nearest_candidates_then_dtw
ASL,leave,live,0.13224969804286957,nearest_candidates_then_dtw
ASL,lift,night,0.1323472410440445,nearest_candidates_then_dtw
ASL,must,ocean,0.13236649334430695,nearest_candidates_then_dtw
ASL,mouth,number,0.13237744569778442,nearest_candidates_then_dtw
ASL,man,mistake,0.13238506019115448,nearest_candidates_then_dtw
ASL,mature,necklace,0.13245810568332672,nearest_candidates_then_dtw
ASL,necklace,negotiate,0.1324620395898819,nearest_candidates_then_dtw
ASL,minute,mouth,0.13250866532325745,nearest_candidates_then_dtw
ASL,manager,need,0.13255742192268372,nearest_candidates_then_dtw
ASL,limit,monthly,0.1325904130935669,nearest_candidates_then_dtw
ASL,lesson,neck,0.1326291263103485,nearest_candidates_then_dtw
ASL,mean,now,0.1326455920934677,nearest_candidates_then_dtw
ASL,league,mention,0.13269072771072388,nearest_candidates_then_dtw
ASL,list,lonely,0.132724791765213,nearest_candidates_then_dtw
ASL,lesson,october,0.13286243379116058,nearest_candidates_then_dtw
ASL,lion,medicine,0.13298432528972626,nearest_candidates_then_dtw
ASL,list,motivate,0.13299010694026947,nearest_candidates_then_dtw
ASL,linguistics,monster,0.13304588198661804,nearest_candidates_then_dtw
ASL,new york,obtain,0.1330484300851822,nearest_candidates_then_dtw
ASL,most,office,0.1330605447292328,nearest_candidates_then_dtw
ASL,meeting,network,0.13306520879268646,nearest_candidates_then_dtw
ASL,multiply,muscle,0.13310757279396057,nearest_candidates_then_dtw
ASL,liability,next,0.1331222802400589,nearest_candidates_then_dtw
ASL,leader,legal,0.13315382599830627,nearest_candidates_then_dtw
ASL,lecture,mirror,0.1332406848669052,nearest_candidates_then_dtw
ASL,lend,meaning,0.1332443356513977,nearest_candidates_then_dtw
ASL,line,objective,0.13324770331382751,nearest_candidates_then_dtw
ASL,mountain,nine,0.13325898349285126,nearest_candidates_then_dtw
ASL,library,lose,0.133283793926239,nearest_candidates_then_dtw
ASL,magic,northwest,0.13331863284111023,nearest_candidates_then_dtw
ASL,meat,much,0.1333209127187729,nearest_candidates_then_dtw
ASL,mind,most,0.13336969912052155,nearest_candidates_then_dtw
ASL,man,memorize,0.13342271745204926,nearest_candidates_then_dtw
ASL,mad,not,0.13349919021129608,nearest_candidates_then_dtw
ASL,like,melody,0.1335190385580063,nearest_candidates_then_dtw
ASL,nice,not yet,0.13353922963142395,nearest_candidates_then_dtw
ASL,math,message,0.13361935317516327,nearest_candidates_then_dtw
ASL,leak,manage,0.13362129032611847,nearest_candidates_then_dtw
ASL,manager,melt,0.1336672306060791,nearest_candidates_then_dtw
ASL,like,objective,0.13367153704166412,nearest_candidates_then_dtw
ASL,lousy,moose,0.13369525969028473,nearest_candidates_then_dtw
ASL,loud,neighbor,0.1337076872587204,nearest_candidates_then_dtw
ASL,many,monster,0.13372774422168732,nearest_candidates_then_dtw
ASL,line,melody,0.1338115632534027,nearest_candidates_then_dtw
ASL,most,neutral,0.1338265836238861,nearest_candidates_then_dtw
ASL,midnight,nation,0.13383881747722626,nearest_candidates_then_dtw
ASL,look for,off,0.13384030759334564,nearest_candidates_then_dtw
ASL,lip,lucky,0.1338452249765396,nearest_candidates_then_dtw
ASL,mind,minute,0.13390903174877167,nearest_candidates_then_dtw
ASL,license,no,0.13391481339931488,nearest_candidates_then_dtw
ASL,legal,meeting,0.13396409153938293,nearest_candidates_then_dtw
ASL,loan,ok,0.13397322595119476,nearest_candidates_then_dtw
ASL,lip,network,0.13398966193199158,nearest_candidates_then_dtw
ASL,lead,league,0.1339980512857437,nearest_candidates_then_dtw
ASL,melody,microscope,0.13404694199562073,nearest_candidates_then_dtw
ASL,neutral,nut,0.13409964740276337,nearest_candidates_then_dtw
ASL,local,man,0.13410654664039612,nearest_candidates_then_dtw
ASL,mexico,noon,0.13413365185260773,nearest_candidates_then_dtw
ASL,mind,o,0.13418282568454742,nearest_candidates_then_dtw
ASL,metal,niece,0.13422664999961853,nearest_candidates_then_dtw
ASL,lion,mean,0.13426020741462708,nearest_candidates_then_dtw
ASL,liability,minute,0.13427259027957916,nearest_candidates_then_dtw
ASL,meeting,mustache,0.1342841535806656,nearest_candidates_then_dtw
ASL,many,occur,0.1343020349740982,nearest_candidates_then_dtw
ASL,lion,motivate,0.1343044638633728,nearest_candidates_then_dtw
ASL,meet,nut,0.13432660698890686,nearest_candidates_then_dtw
ASL,military,mind,0.1343839168548584,nearest_candidates_then_dtw
ASL,less,make,0.1344950944185257,nearest_candidates_then_dtw
ASL,lobster,off,0.13452030718326569,nearest_candidates_then_dtw
ASL,mad,music,0.1345335692167282,nearest_candidates_then_dtw
ASL,math,money,0.13454943895339966,nearest_candidates_then_dtw
ASL,mature,miss,0.1345704346895218,nearest_candidates_then_dtw
ASL,major,midnight,0.13457772135734558,nearest_candidates_then_dtw
ASL,meeting,mountain,0.13458530604839325,nearest_candidates_then_dtw
ASL,lie,most,0.13468311727046967,nearest_candidates_then_dtw
ASL,lobster,much,0.13468562066555023,nearest_candidates_then_dtw
ASL,magazine,microscope,0.134745791554451,nearest_candidates_then_dtw
ASL,mature,member,0.13478752970695496,nearest_candidates_then_dtw
ASL,money,necklace,0.13484230637550354,nearest_candidates_then_dtw
ASL,list,mature,0.13484716415405273,nearest_candidates_then_dtw
ASL,lift,midnight,0.1348801702260971,nearest_candidates_then_dtw
ASL,moon,nun,0.13489677011966705,nearest_candidates_then_dtw
ASL,many,mushroom,0.13490894436836243,nearest_candidates_then_dtw
ASL,minute,neutral,0.1349109709262848,nearest_candidates_then_dtw
ASL,lead,lonely,0.13495412468910217,nearest_candidates_then_dtw
ASL,lift,neighbor,0.13496080040931702,nearest_candidates_then_dtw
ASL,lipstick,network,0.13497495651245117,nearest_candidates_then_dtw
ASL,mind,now,0.13503426313400269,nearest_candidates_then_dtw
ASL,middle,mushroom,0.13512712717056274,nearest_candidates_then_dtw
ASL,leaf,match,0.13515399396419525,nearest_candidates_then_dtw
ASL,like,none,0.13520078361034393,nearest_candidates_then_dtw
ASL,lonely,mechanic,0.1352294385433197,nearest_candidates_then_dtw
ASL,library,magazine,0.13523991405963898,nearest_candidates_then_dtw
ASL,marry,milk,0.13533028960227966,nearest_candidates_then_dtw
ASL,north,not,0.13533541560173035,nearest_candidates_then_dtw
ASL,leave,microscope,0.13536328077316284,nearest_candidates_then_dtw
ASL,maybe,necessary,0.13537749648094177,nearest_candidates_then_dtw
ASL,math,muscle,0.13539013266563416,nearest_candidates_then_dtw
ASL,mistake,neck,0.13542987406253815,nearest_candidates_then_dtw
ASL,leader,loan,0.13543537259101868,nearest_candidates_then_dtw
ASL,monkey,nervous,0.1354854553937912,nearest_candidates_then_dtw
ASL,light,lonely,0.1354968398809433,nearest_candidates_then_dtw
ASL,meet,october,0.1355361044406891,nearest_candidates_then_dtw
ASL,lend,linguistics,0.1356314718723297,nearest_candidates_then_dtw
ASL,math,military,0.1356620192527771,nearest_candidates_then_dtw
ASL,lip,noon,0.13580390810966492,nearest_candidates_then_dtw
ASL,march,mind,0.13581421971321106,nearest_candidates_then_dtw
ASL,morning,negotiate,0.13584432005882263,nearest_candidates_then_dtw
ASL,lesson,mature,0.13588815927505493,nearest_candidates_then_dtw
ASL,need,no,0.13595929741859436,nearest_candidates_then_dtw
ASL,message,mind,0.13610397279262543,nearest_candidates_then_dtw
ASL,lip,odor,0.1361468881368637,nearest_candidates_then_dtw
ASL,manage,mix,0.13618160784244537,nearest_candidates_then_dtw
ASL,linguistics,ok,0.13620570302009583,nearest_candidates_then_dtw
ASL,leave,mean,0.1362989842891693,nearest_candidates_then_dtw
ASL,lemon,myself,0.13630136847496033,nearest_candidates_then_dtw
ASL,lightning,odd,0.13633498549461365,nearest_candidates_then_dtw
ASL,legal,loan,0.1364019513130188,nearest_candidates_then_dtw
ASL,lift,loan,0.1364535689353943,nearest_candidates_then_dtw
ASL,learn,must,0.13649241626262665,nearest_candidates_then_dtw
ASL,lipstick,napkin,0.1365535855293274,nearest_candidates_then_dtw
ASL,mistake,motivate,0.1365552693605423,nearest_candidates_then_dtw
ASL,leader,lipstick,0.1367720663547516,nearest_candidates_then_dtw
ASL,many,microscope,0.1368655562400818,nearest_candidates_then_dtw
ASL,meaning,murder,0.13688774406909943,nearest_candidates_then_dtw
ASL,math,new york,0.13691118359565735,nearest_candidates_then_dtw
ASL,new york,numerous,0.13692040741443634,nearest_candidates_then_dtw
ASL,midnight,move,0.1369626522064209,nearest_candidates_then_dtw
ASL,lesson,myself,0.13700895011425018,nearest_candidates_then_dtw
ASL,microscope,music,0.13709573447704315,nearest_candidates_then_dtw
ASL,machine,numerous,0.13710100948810577,nearest_candidates_then_dtw
ASL,meeting,movie,0.13710810244083405,nearest_candidates_then_dtw
ASL,muscle,nickel,0.13712479174137115,nearest_candidates_then_dtw
ASL,live,mouse,0.13714151084423065,nearest_candidates_then_dtw
ASL,little bit,no,0.13716764748096466,nearest_candidates_then_dtw
ASL,mother,nine,0.1372264176607132,nearest_candidates_then_dtw
ASL,line,list,0.13724416494369507,nearest_candidates_then_dtw
ASL,lead,meaning,0.1372511237859726,nearest_candidates_then_dtw
ASL,lightning,off,0.13729307055473328,nearest_candidates_then_dtw
ASL,lip,music,0.13729454576969147,nearest_candidates_then_dtw
ASL,man,must,0.13730445504188538,nearest_candidates_then_dtw
ASL,meet,more,0.1373225748538971,nearest_candidates_then_dtw
ASL,line,little bit,0.13733571767807007,nearest_candidates_then_dtw
ASL,meaning,office,0.13734222948551178,nearest_candidates_then_dtw
ASL,leak,mushroom,0.1373661309480667,nearest_candidates_then_dtw
ASL,lunch,nine,0.13742612302303314,nearest_candidates_then_dtw
ASL,lift,mock,0.13744336366653442,nearest_candidates_then_dtw
ASL,lucky,mad,0.1374986320734024,nearest_candidates_then_dtw
ASL,mouth,nickel,0.13750094175338745,nearest_candidates_then_dtw
ASL,lesbian,nun,0.13757237792015076,nearest_candidates_then_dtw
ASL,mature,moon,0.13762542605400085,nearest_candidates_then_dtw
ASL,make,octopus,0.13763898611068726,nearest_candidates_then_dtw
ASL,many,need,0.13770374655723572,nearest_candidates_then_dtw
ASL,mouse,now,0.1377187818288803,nearest_candidates_then_dtw
ASL,mainstream,morning,0.1377476155757904,nearest_candidates_then_dtw
ASL,man,octopus,0.13790051639080048,nearest_candidates_then_dtw
ASL,lunch,mom,0.13791495561599731,nearest_candidates_then_dtw
ASL,march,mouse,0.13793563842773438,nearest_candidates_then_dtw
ASL,light,notice,0.13793779909610748,nearest_candidates_then_dtw
ASL,misunderstand,motivate,0.13797517120838165,nearest_candidates_then_dtw
ASL,lesson,muscle,0.13800404965877533,nearest_candidates_then_dtw
ASL,liability,mean,0.138016939163208,nearest_candidates_then_dtw
ASL,lunch,memorize,0.1380372792482376,nearest_candidates_then_dtw
ASL,lettuce,mom,0.1380404531955719,nearest_candidates_then_dtw
ASL,lesbian,liability,0.1380648910999298,nearest_candidates_then_dtw
ASL,lonely,member,0.13811632990837097,nearest_candidates_then_dtw
ASL,light,off,0.13819332420825958,nearest_candidates_then_dtw
ASL,mock,old,0.13819582760334015,nearest_candidates_then_dtw
ASL,magazine,motivate,0.13823752105236053,nearest_candidates_then_dtw
ASL,librarian,many,0.13823755085468292,nearest_candidates_then_dtw
ASL,library,office,0.13824136555194855,nearest_candidates_then_dtw
ASL,motorcycle,mushroom,0.13824349641799927,nearest_candidates_then_dtw
ASL,leave,near,0.13829880952835083,nearest_candidates_then_dtw
ASL,mad,man,0.1383778154850006,nearest_candidates_then_dtw
ASL,manager,occur,0.13839007914066315,nearest_candidates_then_dtw
ASL,magazine,octopus,0.13845573365688324,nearest_candidates_then_dtw
ASL,lettuce,mature,0.13848711550235748,nearest_candidates_then_dtw
ASL,microscope,obsess,0.13851547241210938,nearest_candidates_then_dtw
ASL,next,nickel,0.13858923316001892,nearest_candidates_then_dtw
ASL,lift,monkey,0.13861675560474396,nearest_candidates_then_dtw
ASL,melt,microscope,0.13865308463573456,nearest_candidates_then_dtw
ASL,librarian,northwest,0.13881666958332062,nearest_candidates_then_dtw
ASL,lemon,lend,0.13882623612880707,nearest_candidates_then_dtw
ASL,member,nun,0.13884888589382172,nearest_candidates_then_dtw
ASL,lift,lion,0.138967826962471,nearest_candidates_then_dtw
ASL,myself,nervous,0.13900022208690643,nearest_candidates_then_dtw
ASL,meat,metal,0.13901716470718384,nearest_candidates_then_dtw
ASL,meet,most,0.1390303671360016,nearest_candidates_then_dtw
ASL,march,more,0.13903112709522247,nearest_candidates_then_dtw
ASL,leaf,none,0.13904251158237457,nearest_candidates_then_dtw
ASL,napkin,november,0.1391192376613617,nearest_candidates_then_dtw
ASL,lipstick,lunch,0.13914233446121216,nearest_candidates_then_dtw
ASL,melody,odor,0.13916322588920593,nearest_candidates_then_dtw
ASL,message,next,0.13917024433612823,nearest_candidates_then_dtw
ASL,liability,make,0.13919812440872192,nearest_candidates_then_dtw
ASL,narrow,nervous,0.13923349976539612,nearest_candidates_then_dtw
ASL,money,nun,0.13927431404590607,nearest_candidates_then_dtw
ASL,live,name,0.1393386423587799,nearest_candidates_then_dtw
ASL,magic,mustache,0.13939429819583893,nearest_candidates_then_dtw
ASL,lift,manage,0.13945116102695465,nearest_candidates_then_dtw
ASL,meeting,monster,0.13946612179279327,nearest_candidates_then_dtw
ASL,lose,neck,0.1394699513912201,nearest_candidates_then_dtw
ASL,lecture,museum,0.13951517641544342,nearest_candidates_then_dtw
ASL,man,mature,0.13956314325332642,nearest_candidates_then_dtw
ASL,mean,more,0.13962434232234955,nearest_candidates_then_dtw
ASL,lobster,meeting,0.13966967165470123,nearest_candidates_then_dtw
ASL,lip,northwest,0.139682337641716,nearest_candidates_then_dtw
ASL,mind,name,0.13975605368614197,nearest_candidates_then_dtw
ASL,monkey,month,0.13976025581359863,nearest_candidates_then_dtw
ASL,lift,mean,0.13979029655456543,nearest_candidates_then_dtw
ASL,many,melody,0.13987644016742706,nearest_candidates_then_dtw
ASL,neighbor,not yet,0.13989117741584778,nearest_candidates_then_dtw
ASL,march,negative,0.13993798196315765,nearest_candidates_then_dtw
ASL,night,old,0.13995811343193054,nearest_candidates_then_dtw
ASL,manager,nervous,0.14000658690929413,nearest_candidates_then_dtw
ASL,microscope,northwest,0.14004412293434143,nearest_candidates_then_dtw
ASL,maybe,nervous,0.1400725543498993,nearest_candidates_then_dtw
ASL,mention,museum,0.14014388620853424,nearest_candidates_then_dtw
ASL,lobster,metal,0.14016176760196686,nearest_candidates_then_dtw
ASL,neutral,none,0.14020152390003204,nearest_candidates_then_dtw
ASL,metal,obsess,0.14022675156593323,nearest_candidates_then_dtw
ASL,lecture,nine,0.14024688303470612,nearest_candidates_then_dtw
ASL,nineteen,numerous,0.14031024277210236,nearest_candidates_then_dtw
ASL,live,me,0.14036749303340912,nearest_candidates_then_dtw
ASL,leak,mix,0.14041565358638763,nearest_candidates_then_dtw
ASL,like,necessary,0.14042618870735168,nearest_candidates_then_dtw
ASL,now,nun,0.14047540724277496,nearest_candidates_then_dtw
ASL,leaf,need,0.1404857039451599,nearest_candidates_then_dtw
ASL,leaf,midnight,0.14049193263053894,nearest_candidates_then_dtw
ASL,october,office,0.14054115116596222,nearest_candidates_then_dtw
ASL,new,night,0.14055490493774414,nearest_candidates_then_dtw
ASL,name,number,0.1406252533197403,nearest_candidates_then_dtw
ASL,match,often,0.14067813754081726,nearest_candidates_then_dtw
ASL,lion,no,0.140703022480011,nearest_candidates_then_dtw
ASL,line,microscope,0.1407061666250229,nearest_candidates_then_dtw
ASL,little bit,northwest,0.1407187432050705,nearest_candidates_then_dtw
ASL,library,niece,0.140742227435112,nearest_candidates_then_dtw
ASL,melody,mexico,0.14074788987636566,nearest_candidates_then_dtw
ASL,like,march,0.14081986248493195,nearest_candidates_then_dtw
ASL,leader,mainstream,0.1408839374780655,nearest_candidates_then_dtw
ASL,maybe,need,0.14089377224445343,nearest_candidates_then_dtw
ASL,lunch,mad,0.14093050360679626,nearest_candidates_then_dtw
ASL,lend,nothing,0.14094752073287964,nearest_candidates_then_dtw
ASL,leader,library,0.1409793198108673,nearest_candidates_then_dtw
ASL,negative,obtain,0.14101949334144592,nearest_candidates_then_dtw
ASL,listen,many,0.14103083312511444,nearest_candidates_then_dtw
ASL,move,numerous,0.14105871319770813,nearest_candidates_then_dtw
ASL,melt,night,0.14113856852054596,nearest_candidates_then_dtw
ASL,legal,mom,0.14114002883434296,nearest_candidates_then_dtw
ASL,leaf,not yet,0.14121787250041962,nearest_candidates_then_dtw
ASL,middle,numerous,0.14127826690673828,nearest_candidates_then_dtw
ASL,lemon,multiply,0.1412997990846634,nearest_candidates_then_dtw
ASL,math,mind,0.14133653044700623,nearest_candidates_then_dtw
ASL,narrow,now,0.14138060808181763,nearest_candidates_then_dtw
ASL,mouth,myself,0.1413956731557846,nearest_candidates_then_dtw
ASL,left,my,0.14141464233398438,nearest_candidates_then_dtw
ASL,lip,misunderstand,0.14147217571735382,nearest_candidates_then_dtw
ASL,medicine,metal,0.14150851964950562,nearest_candidates_then_dtw
ASL,mature,multiply,0.1415475308895111,nearest_candidates_then_dtw
ASL,metal,mother,0.1415509581565857,nearest_candidates_then_dtw
ASL,leader,mountain,0.14164917171001434,nearest_candidates_then_dtw
ASL,lettuce,lip,0.14175254106521606,nearest_candidates_then_dtw
ASL,maybe,move,0.1417728215456009,nearest_candidates_then_dtw
ASL,miss,myself,0.14177827537059784,nearest_candidates_then_dtw
ASL,meaning,money,0.14181581139564514,nearest_candidates_then_dtw
ASL,like,motivate,0.14198587834835052,nearest_candidates_then_dtw
ASL,lip,mom,0.14203085005283356,nearest_candidates_then_dtw
ASL,maximum,nation,0.1420745700597763,nearest_candidates_then_dtw
ASL,mad,never,0.14207817614078522,nearest_candidates_then_dtw
ASL,nut,occur,0.14216871559619904,nearest_candidates_then_dtw
ASL,make,month,0.14223800599575043,nearest_candidates_then_dtw
ASL,liability,name,0.14225444197654724,nearest_candidates_then_dtw
ASL,lemon,liability,0.14227277040481567,nearest_candidates_then_dtw
ASL,meat,nine,0.14234089851379395,nearest_candidates_then_dtw
ASL,message,newspaper,0.14238126575946808,nearest_candidates_then_dtw
ASL,lift,monster,0.14241354167461395,nearest_candidates_then_dtw
ASL,like,manager,0.1426582783460617,nearest_candidates_then_dtw
ASL,narrow,night,0.1426689177751541,nearest_candidates_then_dtw
ASL,league,local,0.14275814592838287,nearest_candidates_then_dtw
ASL,listen,notice,0.14277221262454987,nearest_candidates_then_dtw
ASL,lesbian,mouth,0.14280208945274353,nearest_candidates_then_dtw
ASL,live,not yet,0.14280356466770172,nearest_candidates_then_dtw
ASL,monday,nineteen,0.1428397297859192,nearest_candidates_then_dtw
ASL,month,my,0.14285458624362946,nearest_candidates_then_dtw
ASL,leave,nickel,0.14289577305316925,nearest_candidates_then_dtw
ASL,lousy,mad,0.14289920032024384,nearest_candidates_then_dtw
ASL,music,must,0.1429833322763443,nearest_candidates_then_dtw
ASL,muscle,now,0.14301177859306335,nearest_candidates_then_dtw
ASL,legal,lip,0.1430341750383377,nearest_candidates_then_dtw
ASL,manager,mexico,0.1430521309375763,nearest_candidates_then_dtw
ASL,lobster,mention,0.1430937945842743,nearest_candidates_then_dtw
ASL,lesbian,monthly,0.14312556385993958,nearest_candidates_then_dtw
ASL,lion,northwest,0.14316746592521667,nearest_candidates_then_dtw
ASL,liability,me,0.14317679405212402,nearest_candidates_then_dtw
ASL,lip,melody,0.14321278035640717,nearest_candidates_then_dtw
ASL,lesbian,myself,0.14323264360427856,nearest_candidates_then_dtw
ASL,middle,most,0.14329296350479126,nearest_candidates_then_dtw
ASL,maximum,neck,0.143301323056221,nearest_candidates_then_dtw
ASL,moon,negotiate,0.14330142736434937,nearest_candidates_then_dtw
ASL,left,liability,0.14330530166625977,nearest_candidates_then_dtw
ASL,linguistics,little bit,0.14334973692893982,nearest_candidates_then_dtw
ASL,many,medicine,0.14342327415943146,nearest_candidates_then_dtw
ASL,live,mock,0.1435239613056183,nearest_candidates_then_dtw
ASL,need,nice,0.1436043232679367,nearest_candidates_then_dtw
ASL,lemon,mean,0.14368084073066711,nearest_candidates_then_dtw
ASL,manager,mountain,0.14387308061122894,nearest_candidates_then_dtw
ASL,leave,night,0.14390744268894196,nearest_candidates_then_dtw
ASL,legal,lipstick,0.14401806890964508,nearest_candidates_then_dtw
ASL,less,microscope,0.1441216617822647,nearest_candidates_then_dtw
ASL,metal,never,0.14416685700416565,nearest_candidates_then_dtw
ASL,lion,microscope,0.1442147046327591,nearest_candidates_then_dtw
ASL,learn,manager,0.14424405992031097,nearest_candidates_then_dtw
ASL,move,off,0.14430959522724152,nearest_candidates_then_dtw
ASL,lie,milk,0.14439822733402252,nearest_candidates_then_dtw
ASL,name,nephew,0.14448224008083344,nearest_candidates_then_dtw
ASL,lip,mad,0.14448241889476776,nearest_candidates_then_dtw
ASL,motorcycle,must,0.14453352987766266,nearest_candidates_then_dtw
ASL,long,memorize,0.14454221725463867,nearest_candidates_then_dtw
ASL,lion,monster,0.14457137882709503,nearest_candidates_then_dtw
ASL,limit,nation,0.144576758146286,nearest_candidates_then_dtw
ASL,mad,miss,0.14458346366882324,nearest_candidates_then_dtw
ASL,mother,negotiate,0.14462129771709442,nearest_candidates_then_dtw
ASL,marry,most,0.14464828372001648,nearest_candidates_then_dtw
ASL,mad,magazine,0.14471083879470825,nearest_candidates_then_dtw
ASL,mechanic,nineteen,0.14473649859428406,nearest_candidates_then_dtw
ASL,learn,odd,0.14475716650485992,nearest_candidates_then_dtw
ASL,light,offer,0.14480458199977875,nearest_candidates_then_dtw
ASL,love,motor,0.14483818411827087,nearest_candidates_then_dtw
ASL,mad,mirror,0.14488597214221954,nearest_candidates_then_dtw
ASL,leave,nice,0.14490701258182526,nearest_candidates_then_dtw
ASL,machine,military,0.14496895670890808,nearest_candidates_then_dtw
ASL,limit,lipstick,0.14498095214366913,nearest_candidates_then_dtw
ASL,like,medicine,0.14500465989112854,nearest_candidates_then_dtw
ASL,melt,nothing,0.1451074630022049,nearest_candidates_then_dtw
ASL,limit,lip,0.14510895311832428,nearest_candidates_then_dtw
ASL,myself,none,0.14517709612846375,nearest_candidates_then_dtw
ASL,mad,mother,0.14520196616649628,nearest_candidates_then_dtw
ASL,mustache,november,0.14521346986293793,nearest_candidates_then_dtw
ASL,little bit,mean,0.14524321258068085,nearest_candidates_then_dtw
ASL,listen,marry,0.14526371657848358,nearest_candidates_then_dtw
ASL,leak,necklace,0.1453201174736023,nearest_candidates_then_dtw
ASL,look at,melody,0.14532360434532166,nearest_candidates_then_dtw
ASL,mention,offer,0.1454003006219864,nearest_candidates_then_dtw
ASL,lead,mix,0.14542564749717712,nearest_candidates_then_dtw
ASL,march,neutral,0.1454300433397293,nearest_candidates_then_dtw
ASL,monkey,mouse,0.14547641575336456,nearest_candidates_then_dtw
ASL,march,mean,0.14557355642318726,nearest_candidates_then_dtw
ASL,mean,none,0.14569096267223358,nearest_candidates_then_dtw
ASL,mouse,night,0.1457221806049347,nearest_candidates_then_dtw
ASL,motor,nickel,0.14577655494213104,nearest_candidates_then_dtw
ASL,lousy,night,0.14579959213733673,nearest_candidates_then_dtw
ASL,march,myself,0.14590710401535034,nearest_candidates_then_dtw
ASL,lemon,lesson,0.14592061936855316,nearest_candidates_then_dtw
ASL,leader,not,0.14592577517032623,nearest_candidates_then_dtw
ASL,mom,movie,0.14592739939689636,nearest_candidates_then_dtw
ASL,metal,music,0.14600951969623566,nearest_candidates_then_dtw
ASL,microphone,now,0.14603091776371002,nearest_candidates_then_dtw
ASL,lunch,metal,0.14608843624591827,nearest_candidates_then_dtw
ASL,local,mirror,0.14615298807621002,nearest_candidates_then_dtw
ASL,measure,mix,0.14621180295944214,nearest_candidates_then_dtw
ASL,mention,niece,0.14624334871768951,nearest_candidates_then_dtw
ASL,lend,lift,0.14624470472335815,nearest_candidates_then_dtw
