dataset,class_name,sample_count
VSL,giường,1
VSL,giả bộ (giống giả vờ),1
VSL,giả mạo,1
VSL,giả sử,1
VSL,giải lao,1
VSL,giải quyết,1
VSL,giải thích,1
VSL,giải vô địch,1
VSL,giảm,1
VSL,giấc ngủ,1
VSL,giấy,3
VSL,giấy màu,3
VSL,giấy nháp,3
VSL,giấy tờ,1
VSL,giấy ăn,3
VSL,giầy ba ta,1
VSL,giầy dép,1
VSL,giầy thể thao,1
VSL,giẫm,1
VSL,giận dỗi,1
VSL,giận dữ,1
VSL,giật mình,1
VSL,giẻ lau,1
VSL,giếng nước,1
VSL,giết,1
VSL,giọng ca,1
VSL,giọng nói,1
VSL,giỏi,1
VSL,giống nhau,1
VSL,giỗ,1
VSL,giới hạn,1
VSL,giới thiệu,1
VSL,giữ nguyên,1
VSL,gà mái,1
VSL,gà nướng lu,1
VSL,gà rừng,1
VSL,gà trống,1
VSL,gà tây,1
VSL,gánh,1
VSL,gáy,1
VSL,gãi đầu gãi tai,1
VSL,gãy chân,1
VSL,gãy tay,1
VSL,góc bẹt,1
VSL,góc bếp,1
VSL,góc học tập,1
VSL,góc nhọn,1
VSL,góc tù,1
VSL,góc vuông,1
VSL,góc vườn,1
VSL,gói,1
VSL,gói (đgt),1
VSL,góp tiền,1
VSL,góp ý,1
VSL,gù lưng,1
VSL,găng tay,1
VSL,gương,1
VSL,gương mẫu,1
VSL,gương mặt,1
VSL,gạo,3
VSL,gạo nếp,1
VSL,gấp ba,1
VSL,gấp giấy,1
VSL,gấp quần áo,1
VSL,gấp đôi,1
VSL,gần gũi,1
VSL,gầy (miền Nam: ốm),3
VSL,gật gù,1
VSL,gật đầu,1
VSL,gậy của người già,1
VSL,gắn bó,1
VSL,gắp thức ăn,1
VSL,gặm cỏ,1
VSL,gặm xương (con chó gặm xương),1
VSL,gặp gỡ,1
VSL,gặt lúa,1
VSL,gọi,1
VSL,gọn gàng,1
VSL,gọt bút chì,1
VSL,gọt bút chì (cái),1
VSL,gỏi/nộm,1
VSL,gốm sứ,1
VSL,gỗ,3
VSL,gợi ý,1
VSL,gửi,1
VSL,gửi quà,1
VSL,gửi thư,1
VSL,h,3
VSL,hai là,1
VSL,hai phân số bằng nhau,1
VSL,ham chơi,3
VSL,hay là (hoặc là),3
VSL,hi sinh,3
VSL,hi vọng,3
VSL,hiếu thảo,1
VSL,hiểu,3
VSL,hiện nay,1
VSL,hiện đại,1
VSL,hiệu (Toán học),1
VSL,hiệu cầm đồ,1
VSL,hiệu thuốc,1
VSL,hoa,3
VSL,hoa cúc,1
VSL,hoa dâm bụt,1
VSL,hoa giấy,1
VSL,hoa hậu,1
VSL,hoa hồng,1
VSL,hoa lay ơn,1
VSL,hoa mai,1
VSL,hoa sen,3
VSL,hoa đào,1
VSL,hoan hô,1
VSL,hoang mang,1
VSL,hoàn thành,1
VSL,hoàng hôn,1
VSL,hoàng đế,1
VSL,hoán vị,1
VSL,hoạt hình,3
VSL,hoạt động,1
VSL,hoảng sợ,1
VSL,hoặc,3
VSL,hung thủ,1
VSL,hung ác,1
VSL,huy hiệu,1
VSL,huyện,3
VSL,huân chương,1
VSL,huỷ,1
VSL,huỷ diệt,1
VSL,hài hước,1
VSL,hài lòng,1
VSL,hàm răng,1
VSL,hàng chục,1
VSL,hàng chục nghìn,1
VSL,hàng chục triệu,1
VSL,hàng dọc,1
VSL,hàng ngang,1
VSL,hàng nghìn,1
VSL,hàng ngày,3
VSL,hàng triệu,1
VSL,hàng trăm,1
VSL,hàng trăm nghìn,1
VSL,hàng xóm,1
VSL,hàng đơn vị,1
VSL,hành lang,1
VSL,hành quân,3
VSL,hành tinh,1
VSL,hành vi,1
VSL,hành động,1
VSL,háo hức,1
VSL,hát ru,1
VSL,hãng máy bay,1
VSL,hãng tàu thuyền,1
VSL,hãng xe máy,1
VSL,hãng ô tô,1
VSL,héc-ta (ha),1
VSL,héc-tô-gam (hg),3
VSL,héc-tô-mét (hm),3
VSL,héc-tô-mét vuông (hm2),3
VSL,héo,1
VSL,hét (giống la),1
VSL,hên/gặp may,1
VSL,hình,1
VSL,hình bình hành,1
VSL,hình chiếu,1
VSL,hình cầu,1
VSL,hình dáng,1
VSL,hình elip,1
VSL,hình học,1
VSL,hình hộp chữ nhật,1
VSL,hình lập phương,1
VSL,hình phạt,1
VSL,hình thang,1
VSL,hình trụ,1
VSL,hình tứ giác,1
VSL,hình vuông,1
VSL,hình vẽ,1
VSL,hòa bình,1
VSL,hòa nhập,1
VSL,hòn bi (giống viên bi),1
VSL,hòn đá,1
VSL,hóa đơn,1
VSL,hói đầu,1
VSL,hót,1
VSL,hót rác,1
VSL,hót rác (cái hót rác),1
VSL,hôi,1
VSL,hôn,1
VSL,hùng vĩ,1
VSL,hú vía,1
VSL,hút nước,1
VSL,hút thuốc lá,1
VSL,hăm dọa,1
VSL,hăng hái,1
VSL,hơi nước,1
VSL,hướng dẫn,1
VSL,hạn hán,1
VSL,hạt,1
VSL,hạt cườm,1
VSL,hạt lúa,1
VSL,hạt lạc,1
VSL,hạt tiêu,1
VSL,hải sản,1
VSL,hải đảo,1
VSL,hấp,1
VSL,hấp dẫn,1
VSL,hậu quả,1
VSL,hắt hơi,1
VSL,hằng đẳng thức,1
VSL,hẹn,3
VSL,hệ bài tiết,1
VSL,hệ thống,3
VSL,họ (2 người) (đại từ),1
VSL,họ (đại từ),1
VSL,họa sỹ,1
VSL,học bổng,1
VSL,học giỏi,1
VSL,học kém,1
VSL,học nhóm,1
VSL,học phí,1
VSL,học sinh Miền Nam,1
VSL,học trung bình,1
VSL,học trò,1
VSL,học tập,1
VSL,họng,1
VSL,họp,3
VSL,họp nhóm,3
VSL,hỏi,3
VSL,hỏi han,1
VSL,hỏi thăm,1
VSL,hỏng,3
VSL,hối hận,3
VSL,hối lộ,1
VSL,hốt hoảng,1
VSL,hồ Hoàn Kiếm,1
VSL,hồ dán,1
VSL,hồ nước,1
VSL,hồi hộp,3
VSL,hỗn số,1
VSL,hội chứng Đao - Down,1
VSL,hội nghị,1
VSL,hội thoại,1
VSL,hội thảo,2
VSL,hội trường,1
VSL,hộp,1
VSL,hộp bút,1
VSL,hộp sữa,1
VSL,hợp lí,1
VSL,hợp tác,1
VSL,hợp đồng,2
VSL,hứa,3
VSL,hữu nghị,1
VSL,i,1
VSL,in (ấn),1
VSL,internet,1
VSL,j,1
VSL,k,1
VSL,keo kiệt,1
VSL,khai mạc,1
VSL,khe cửa,1
VSL,khe núi,1
VSL,khen,1
VSL,khen tặng,1
VSL,khiêm tốn,1
VSL,khiêng,1
VSL,khoa học,1
VSL,khoan,1
VSL,khoan (cái khoan),1
VSL,khoan (khoan đã),1
VSL,khoang tàu,1
VSL,khoanh tay,1
VSL,khoe,1
VSL,khoá (cái khóa),1
VSL,khoác tay,1
VSL,khoác vai,1
VSL,khoác áo,1
VSL,khoáng sản,1
VSL,khoảng cách,1
VSL,khoẻ mạnh,1
VSL,khu rừng,1
VSL,khu vườn,1
VSL,khu vực cách ly,1
VSL,khung cửa số,1
VSL,khung thành,1
VSL,khuy,1
VSL,khuyên tai,1
VSL,khuyến khích,1
VSL,khuôn hình,1
VSL,khác,1
VSL,khách,1
VSL,khách mời,1
VSL,khách sạn,1
VSL,khách vip,1
VSL,khám bệnh,1
VSL,khám phá,1
VSL,kháng cự,1
VSL,kháng sinh,1
VSL,khát nước,1
VSL,khát vọng,1
VSL,kháu khỉnh,1
VSL,khâm phục,1
VSL,khâu vá,1
VSL,khéo,1
VSL,khép cửa,1
VSL,khí cầu,1
VSL,khó khăn,2
VSL,khó tiêu,1
VSL,khóa cửa,1
VSL,khóa quần,1
VSL,khóc,1
VSL,khói,1
VSL,khóm dứa,1
VSL,khô héo,1
VSL,không bình đẳng,1
VSL,không cho,3
VSL,không có,1
VSL,không có chi,1
VSL,không cần,1
VSL,không dám,3
VSL,không gian,1
VSL,không hiểu,3
VSL,không khí,1
VSL,không muốn,3
VSL,không nghe lời,3
VSL,không ngon,1
VSL,không nên,3
VSL,không quen,3
VSL,không thẳng hàng,1
VSL,không đẹp,3
VSL,khúc khuỷu,1
VSL,khăn mặt,1
VSL,khăn quàng,1
VSL,khăn quàng đỏ,1
VSL,khả năng,1
VSL,khẩu hiệu,1
VSL,khẩu trang,1
VSL,khắc phục,1
VSL,khỏi bệnh,3
VSL,khố,1
VSL,khối lượng,1
VSL,khổ,2
VSL,khổ công,1
VSL,khổ thơ,1
VSL,khổng lồ,1
VSL,khớp xương,1
VSL,khờ dại,1
VSL,khởi nghiệp,1
VSL,ki-lô-gam,1
VSL,ki-lô-mét (km),1
VSL,ki-lô-mét vuông (km2),1
VSL,kia,1
VSL,kim,1
VSL,kim cương,1
VSL,kinh nghiệm,3
VSL,kinh ngạc,1
VSL,kiên quyết,1
VSL,kiên trì (giống: kiên nhẫn),1
VSL,"kiêu (kiêu căng, kiêu xa)",1
VSL,kiếm (cái kiếm),1
VSL,kiến thức,1
VSL,kiến trúc,1
VSL,kiến trúc sư,1
VSL,kiểm tra,3
VSL,kèn,1
VSL,kém,3
VSL,kéo,1
VSL,kéo co,1
VSL,kêu,1
VSL,kêu gọi,1
VSL,kì diệu,1
VSL,kì lạ,1
VSL,kí duyệt,1
VSL,kí hiệu,1
VSL,kí tên,3
VSL,kính,1
VSL,kính hiển vi,1
VSL,kính lão,1
VSL,kính lúp,1
VSL,kính trọng,1
VSL,kẹo,3
VSL,kẹp,1
VSL,kẹt xe/tắc đường,1
VSL,kẻ cắp,1
VSL,kẻ thù,1
VSL,kết bạn,1
VSL,kết hợp,1
VSL,kết luận,1
VSL,kết quả,3
VSL,kể chuyện,1
VSL,kỉ luật,1
VSL,kỉ niệm,3
VSL,kịch,1
VSL,kịch bản,1
VSL,kịch câm,1
VSL,kịp thời,1
VSL,kỹ năng,1
VSL,l,1
VSL,la bàn,1
VSL,la hét,1
VSL,lang thang,1
VSL,lao phổi,1
VSL,lau chùi,1
VSL,lau khô,1
VSL,lau miệng,1
VSL,lau nhà,1
VSL,leo trèo,1
VSL,linh hồn,1
VSL,liên hoan,3
VSL,liên kết,1
VSL,liên lạc,3
VSL,liên quan,3
VSL,liên tục,1
VSL,liếc nhìn,3
VSL,liền sau,1
VSL,liền trước,1
VSL,liều lĩnh,1
VSL,liều mình,1
VSL,liệt (liệt tay chân),1
VSL,lo sợ,1
VSL,loa,1
VSL,lon bia,1
VSL,long lanh (mắt),1
VSL,loài vật,3
VSL,loạn thị,1
VSL,lung tung,3
VSL,luyện tập,1
VSL,luyện từ và câu,1
VSL,luân phiên,2
VSL,luật chơi,3
VSL,luật lệ,1
VSL,luộc,1
VSL,luộc rau,1
VSL,là gì?,3
VSL,làm bài tập,2
VSL,làm quen,1
VSL,làm ruộng,1
VSL,làm việc,1
VSL,làm được,1
VSL,làn sóng,1
VSL,làng gốm Bát Tràng,1
VSL,làng xóm,1
VSL,lá cây,2
VSL,lá thư,1
VSL,lái tàu hỏa,3
VSL,lâu,2
VSL,lây bệnh,1
VSL,lây nhiễm,1
VSL,lãng phí,1
VSL,lãnh đạo,1
VSL,lão già,1
VSL,lên ngôi,1
VSL,lên xe,1
VSL,lên đường,1
VSL,lí do,1
VSL,lò xo,1
VSL,lông,1
VSL,lông gà,1
VSL,lùi bước,1
VSL,lúa,1
VSL,lúc nào,3
VSL,lúng túng,1
VSL,lý do,1
VSL,lăng Bác Hồ,1
VSL,lĩnh hội,1
VSL,lĩnh vực,3
VSL,lũ quét,1
VSL,lũy tre,1
VSL,lơ lửng,1
VSL,lưu,1
VSL,lưu ý,1
VSL,lương thực,1
VSL,lưới,1
VSL,lướt ván,1
VSL,lười,3
VSL,lười học,3
VSL,lưỡi,1
VSL,lưỡi câu,1
VSL,lược,1
VSL,lượm,1
VSL,lượt về (trong thể thao),1
VSL,lượt đi,1
VSL,lạc quan,1
VSL,lạnh lùng,3
VSL,lấm lem,1
VSL,lấy,1
VSL,lầu (tầng),1
VSL,lẩu,1
VSL,lẫn lộn,1
VSL,lắc đầu,1
VSL,lắng nghe,1
VSL,lắp ráp,1
VSL,lặn,1
VSL,lặng lẽ,1
VSL,lều trại,1
VSL,lễ Halloween 31/10,3
VSL,lễ Nô-en,3
VSL,lễ bế giảng,2
VSL,lễ hội,3
VSL,lễ hội hóa trang,3
VSL,lễ phép,1
VSL,lễ vật,1
VSL,lọ hoa,1
VSL,lọ mực,1
VSL,lọng,1
VSL,lốc xoáy,1
VSL,lối đi,1
VSL,lồng bàn,1
VSL,lồng chim,1
VSL,lồng tiếng,1
VSL,lỗi chính tả,1
VSL,lỗi lầm,1
VSL,lớn hơn 1 (Toán học),1
VSL,lớn hơn 2 (Toán học),1
VSL,lớp,1
VSL,lớp phó,1
VSL,lớp trưởng,1
VSL,lời giải,1
VSL,lời nói,1
VSL,lợi ích,1
VSL,lục giác,1
VSL,lục địa,1
VSL,lửa,1
VSL,lựu,1
VSL,lựu đạn,1
VSL,m,1
VSL,ma,1
VSL,ma cà rồng,1
VSL,ma quỷ,1
VSL,ma sát,1
VSL,ma túy,1
VSL,may mắn,1
VSL,mi-li-mét (mm),1
VSL,minh hoạ,1
VSL,miêu tả,1
VSL,miến,1
VSL,miền Bắc Việt Nam,1
VSL,miền Nam Việt Nam,1
VSL,mua bán,1
VSL,mua vé,1
VSL,mui xe,1
VSL,muối,1
VSL,muối i-ốt,1
VSL,muốn,3
VSL,muốn không?,3
VSL,muộn,1
VSL,màn,3
VSL,màu cam,1
VSL,màu nhiệm,1
VSL,màu nâu,3
VSL,màu trắng,3
VSL,màu xanh da trời,3
VSL,màu xanh lá cây,3
VSL,màu đen,1
VSL,màu đỏ,1
VSL,má,1
VSL,má (giống: mẹ),1
VSL,má hồng,1
VSL,mách,3
VSL,mái chèo,1
VSL,mái hiên,1
VSL,mái nhà,1
VSL,mái tóc,1
VSL,mái vòm,1
VSL,máy bơm,1
VSL,máy chiếu,1
VSL,máy in,3
VSL,máy khâu,1
VSL,máy quay,1
VSL,máy tính (laptop),1
VSL,máy tính bỏ túi,1
VSL,máy vi tính,1
VSL,máy xúc,1
VSL,máy ảnh,1
VSL,mâm cơm,1
VSL,mâm ngũ quả,3
VSL,mây,1
VSL,mã vạch,1
VSL,mèo cào,1
VSL,mét (m),1
VSL,mét khối (m3),1
VSL,mét vuông (m2),1
VSL,mê say (như: say mê),1
VSL,mê tín,1
VSL,mênh mông,1
VSL,mía,1
VSL,mít tinh,1
VSL,móc áo,1
VSL,móng chân,1
VSL,móng tay,1
VSL,móng vuốt,1
VSL,mô hình,1
VSL,mô tả,1
VSL,môi,1
VSL,môi trường,1
VSL,môn Giáo dục công dân,1
VSL,môn Giáo dục thể chất,1
VSL,môn Khoa học,1
VSL,môn Kĩ thuật,4
VSL,môn Lịch sử,3
VSL,môn Mĩ thuật,1
VSL,môn Ngoại ngữ,1
VSL,môn Sinh học,1
VSL,môn Tin học và Công nghệ,1
VSL,môn Tiếng Việt,1
VSL,môn Toán,1
VSL,môn Tự nhiên và Xã hội,1
VSL,môn Âm nhạc,1
VSL,môn Đạo đức,3
VSL,môn Địa lý,3
VSL,mõm,1
VSL,mù chữ,1
VSL,mùa hè,3
VSL,mùa thu,1
VSL,mùa xuân,3
VSL,mùa đông,1
VSL,múa,1
VSL,múa lân,1
VSL,múa rối,1
VSL,múa sạp,1
VSL,măng,1
VSL,mĩ thuật,1
VSL,mũ,1
VSL,mũ lưỡi trai,1
VSL,mũi tên,1
VSL,mũm mĩm,1
VSL,mơ ngủ,1
VSL,mơ ước,1
VSL,mưa phùn,1
VSL,mạch lạc,1
VSL,mạch máu,1
VSL,mạng lưới,1
VSL,mạnh bạo (giống: mạnh dạn),1
VSL,mạnh mẽ,1
VSL,mất (chết) (chỉ người),1
VSL,mất ngủ,1
VSL,mất trí,1
VSL,mấy giờ?,1
VSL,mầm cây,1
VSL,mầm non,1
VSL,mẫu số,1
VSL,mẫu số bé,1
VSL,mẫu số chung,1
VSL,mẫu số lớn,1
VSL,mật khẩu,3
VSL,mật ong,1
VSL,mắc áo,1
VSL,mắm,1
VSL,mắng,3
VSL,mặc,1
VSL,mặc kệ,1
VSL,mặc quần áo,1
VSL,mặt,1
VSL,mặt dài,1
VSL,mặt nạ,1
VSL,mặt vuông,1
VSL,mặt đất,1
VSL,mềm mại,1
VSL,mệt không?,1
VSL,mệt mỏi,1
VSL,mọc ria mép,1
VSL,mọc râu,1
VSL,mọc tóc,1
VSL,mồ côi,1
VSL,mồ côi cha mẹ,1
VSL,mồ hôi,1
VSL,mồ hôi nhễ nhại,1
VSL,mỗi,1
VSL,mỗi ngày,3
VSL,mộc nhĩ,1
VSL,một cặp,1
VSL,một là,1
VSL,một mình,1
VSL,một tiếng,3
VSL,một tiết học,1
VSL,một ít/ một chút,1
VSL,một đôi,1
VSL,mớ rau,1
VSL,mới,3
VSL,mời,1
VSL,mở,1
VSL,mở cửa,1
VSL,mở màn,1
VSL,mở rộng,1
VSL,mở đầu,1
VSL,mục lục,1
VSL,mục tiêu,1
VSL,mục đích,1
VSL,mứt,1
VSL,mỳ tôm,3
VSL,mỳ vằn thắn,1
VSL,mỳ ý,3
VSL,n,1
VSL,nghe,1
VSL,nghi ngờ,3
VSL,nghiêm khắc,3
VSL,nghiêm túc,1
VSL,nghiên cứu,1
VSL,nghiến răng,1
VSL,nghé,3
VSL,nghênh nghênh (đầu),1
VSL,nghĩ,1
VSL,nghĩa bóng,1
VSL,nghĩa trang,1
VSL,nghĩa đen,1
VSL,nghẹn ngào,1
VSL,nghệ sĩ,1
VSL,nghệ thuật,3
VSL,nghỉ hè,3
VSL,nghỉ hưu,1
VSL,nghỉ học,3
VSL,nghỉ mát,1
VSL,nghỉ ngơi,1
VSL,nghị lực,1
VSL,ngoan ngoãn,1
VSL,ngon giấc,1
VSL,ngon miệng,1
VSL,ngoại hình,1
VSL,ngoắc tay,1
VSL,ngoằn ngoèo,1
VSL,ngoặc kép,1
VSL,ngoặc đơn,1
VSL,nguy hiểm,3
VSL,nguyên nhân,1
VSL,nguyện vọng,1
VSL,nguệch ngoạc,1
VSL,nguồn gốc,1
VSL,nguội,1
VSL,ngà voi,1
VSL,ngành nghề,1
VSL,ngày Giải phóng miền Nam 30/4,3
VSL,ngày Ngôn ngữ kí hiệu Quốc tế 23/9,3
VSL,ngày Người khuyết tật Thế giới 3/12,3
VSL,ngày Người khuyết tật Việt Nam 18/4,3
VSL,ngày Nhà giáo Việt nam,2
VSL,ngày Phụ nữ Việt Nam 20/10,3
VSL,ngày Quốc tế Lao động,3
VSL,ngày Quốc tế phụ nữ 8/3,3
VSL,ngày của Cha,3
VSL,ngày của Mẹ,3
VSL,ngày gia đình Việt Nam 28/6,3
VSL,ngày giải phóng thủ đô 10/10,3
VSL,ngày giỗ tổ Hùng Vương (âm lịch 10/3),3
VSL,ngày khai trường,1
VSL,ngày nay,3
VSL,ngày sinh,3
VSL,ngày thành lập quân đội nhân dân Việt Nam,3
VSL,ngày tháng,3
VSL,ngày thương bình liệt sĩ 27/7,3
VSL,ngày thầy thuốc Việt Nam,3
VSL,ngày xưa,1
VSL,ngày đêm,1
VSL,ngán,1
VSL,ngâm hạt,1
VSL,ngân hàng,1
VSL,ngây thơ,1
VSL,ngã,1
VSL,ngã ba,1
VSL,ngói,1
VSL,ngón chân,1
VSL,ngón tay,1
VSL,ngô,2
VSL,ngôn ngữ,1
VSL,ngôn ngữ kí hiệu,1
VSL,ngõ,1
VSL,ngăn chặn,1
VSL,ngăn cản,1
VSL,ngũ quả,3
VSL,ngước nhìn,1
VSL,người bán hàng,1
VSL,người gửi,1
VSL,người lái xe (ô tô),3
VSL,người lạ,1
VSL,người máy,1
VSL,người nhận,1
VSL,người nước ngoài,1
VSL,người quen,3
VSL,người xưa,3
VSL,người xấu,3
VSL,người yêu,3
VSL,ngưỡng mộ,1
VSL,ngược lại,1
VSL,ngược đãi,1
VSL,ngạc nhiên,1
VSL,ngẩng đầu,1
VSL,ngập lụt,1
VSL,ngập ngừng,1
VSL,ngắn,1
VSL,ngắn nhất,1
VSL,ngắt hoa,2
VSL,ngọn cây,3
VSL,ngồi,3
VSL,ngộ nghĩnh,1
VSL,ngộ độc,1
VSL,ngừng lại,1
VSL,ngữ pháp,3
VSL,ngữ điệu,1
VSL,nhanh nhẹn,1
VSL,nhi đồng,1
VSL,nhiều hơn,1
VSL,nhiều vô cùng,1
VSL,nhiệt kế,3
VSL,nhiệt độ,1
VSL,nhu cầu,1
VSL,nhà bác học,1
VSL,nhà cửa,1
VSL,nhà kho,1
VSL,nhà nước,3
VSL,nhà rông,1
VSL,nhà sàn,1
VSL,nhà thơ,1
VSL,nhà thờ,1
VSL,nhà thờ Đức Bà,1
VSL,nhà toán học,1
VSL,nhà trường,3
VSL,nhà tù,1
VSL,nhà tầng,1
VSL,nhà văn hóa,3
VSL,nhà vệ sinh,1
VSL,nhào lộn,1
VSL,nhát gan,1
VSL,nháy mắt,1
VSL,nhân (Toán học),3
VSL,nhân chứng,1
VSL,nhân cách hoá,1
VSL,nhân dân,1
VSL,nhân hậu,3
VSL,nhân viên,1
VSL,nhân vật,1
VSL,nhãn vở,3
VSL,nhìn,1
VSL,nhóm,1
VSL,nhõng nhẽo,1
VSL,nhút nhát,1
VSL,nhăn mặt,1
VSL,như hình với bóng,1
VSL,nhưng,3
VSL,nhường nhịn,1
VSL,nhược điểm,1
VSL,nhạy cảm,1
VSL,nhảy bao bố,1
VSL,nhảy cao,1
VSL,nhảy dù,1
VSL,nhảy lò cò,1
VSL,nhảy múa,1
VSL,nhấn mạnh,1
VSL,nhấp nháy,1
VSL,nhầm,3
VSL,nhận,1
VSL,nhận hàng,1
VSL,nhận thức,1
VSL,nhận xét,1
VSL,nhập khẩu,1
VSL,nhập ngũ,3
VSL,nhập trường,3
VSL,nhắc nhở,1
VSL,nhắm mắt,1
VSL,nhặt rau,1
VSL,nhẹ hơn,1
VSL,nhẹ nhàng,1
VSL,nhọn,1
VSL,nhọn hoắt,1
VSL,nhỏ hơn,1
VSL,nhỏ tuổi,1
VSL,nhỏ/ nhỏ bé,1
VSL,nhổ củ cải,1
VSL,nhổ lông mày,1
VSL,nhổ râu,1
VSL,nhổ răng,1
VSL,nhổ tóc,1
VSL,nhộn nhịp (đông người),1
VSL,nhụy hoa,1
VSL,niềm vui,1
VSL,no,3
VSL,náo nức,1
VSL,"náo động, náo nhiệt",1
VSL,nén,1
VSL,nét mặt,1
VSL,nên không?,3
VSL,nóc nhà,1
VSL,nói chuyện,1
VSL,nói dối,1
VSL,nói leo,1
VSL,nói ngập ngừng,1
VSL,nón,1
VSL,nóng tính,1
VSL,nô lệ,1
VSL,nông nghiệp,1
VSL,nông thôn,1
VSL,núi cao,1
VSL,núi lửa,1
VSL,núi thấp,1
VSL,năm là,1
VSL,năm ngoái,1
VSL,năm tới,1
VSL,năn nỉ,1
VSL,năng khiếu,1
VSL,năng lực,1
VSL,nơ,1
VSL,nơi chốn,1
VSL,nước Việt nam,3
VSL,nước mắm,1
VSL,nước mắt,1
VSL,nước tương (xì dầu),1
VSL,nước tới chân mới nhảy,1
VSL,"nước ép (cam, cà chua,..)",1
VSL,nước ép trái cây,3
VSL,nướng,1
VSL,nạn nhân,1
VSL,nạp điện,3
VSL,nấm,1
VSL,nấu nướng,1
VSL,nắn nót,1
VSL,nắp,1
VSL,nằm,1
VSL,nặn,1
VSL,nặng hơn,1
VSL,nẻ,1
VSL,nếm,1
VSL,nến,1
VSL,nền nhà,1
VSL,nỏ,1
VSL,nối tiếp,1
VSL,nốt ruồi,1
VSL,nồi,1
VSL,nồi cơm điện,1
VSL,nổ lốp xe,1
VSL,nổ mìn,1
VSL,nổ súng,1
VSL,nổi bật,1
VSL,nổi da gà,1
VSL,nổi dậy,1
VSL,nổi giận,1
VSL,nổi nóng,1
VSL,nội dung,3
VSL,nội quy,1
VSL,nội tiếp,1
VSL,nứt nẻ (ruộng),1
VSL,o,1
VSL,p,3
VSL,pha chế,1
VSL,pha cà phê,1
VSL,pha lê,1
VSL,phao,1
VSL,phi công,1
VSL,phi ngựa,1
VSL,phi tiêu,1
VSL,phim hoạt hình,3
VSL,phim truyện,3
VSL,phim tài liệu,1
VSL,phiên dịch,3
VSL,phiền hà,1
VSL,phong bì,1
VSL,phong cách,1
VSL,phong kiến,1
VSL,phong toả,1
VSL,phong trào,1
VSL,phong tục,1
VSL,phun nước,1
VSL,phà,1
VSL,phá,3
VSL,pháo hoa,1
VSL,pháo sáng,1
VSL,pháo đài,1
VSL,phát biểu,1
VSL,phát hiện,1
VSL,phát động,1
VSL,phân biệt,1
VSL,phân công,1
VSL,phân loại,1
VSL,phân số,1
VSL,phân số thập phân,1
VSL,phân số tối giản,1
VSL,phân tích,1
VSL,phân vân,1
VSL,phép mầu,1
VSL,phép tính,1
VSL,phê bình,1
VSL,phích nước,1
VSL,phòng bệnh,1
VSL,phòng chống,1
VSL,phòng chức năng,1
VSL,phòng học tin học,1
VSL,phòng máy tính,1
VSL,phòng mĩ thuật,1
VSL,phòng thí nghiệm,1
VSL,phòng thư viện,1
VSL,phòng y tế,1
VSL,phòng âm nhạc,1
VSL,phòng đa năng,1
VSL,phó hiệu trưởng,3
VSL,phóng viên,1
VSL,phô tô,1
VSL,phù hợp,1
VSL,phơi quần áo,1
VSL,phương Tây,1
VSL,phương hướng,1
VSL,phương pháp,1
VSL,phương tiện,1
VSL,phương tiện giao thông,3
VSL,phương Đông,1
VSL,phải không?,3
VSL,phản bội,3
VSL,phản xạ,1
VSL,phản động,1
VSL,phấn (viết bảng),3
VSL,phấn trang điểm,1
VSL,phấn đấu,1
VSL,phấp phới,1
VSL,phần trăm,1
VSL,phẫu thuật bụng,1
VSL,phẫu thuật chân,1
VSL,phẫu thuật cổ,1
VSL,phẫu thuật mũi,1
VSL,phẫu thuật mắt,1
VSL,phẫu thuật tay,1
VSL,phật (tượng),1
VSL,phễu,1
VSL,phố,1
VSL,phố cổ,1
VSL,phố cổ Hội an,1
VSL,phổ biến,1
VSL,phổi,1
VSL,phở,3
VSL,phở cuốn,3
VSL,phụ huynh,1
VSL,phụ thuộc,1
VSL,phục hồi,1
VSL,phục vụ,1
VSL,phủ nhận,1
VSL,phức tạp,1
VSL,pi-a-nô (dương cầm),1
VSL,q,1
VSL,quan (chức vụ),1
VSL,quan hệ,1
VSL,quan hệ từ,1
VSL,quan sát,1
VSL,quan trọng,1
VSL,quan tâm,1
VSL,quan điểm,1
VSL,quang hợp,1
VSL,quanh năm,1
VSL,quay cóp,1
VSL,quay phim,1
VSL,quy nạp,1
VSL,quy tắc,1
VSL,quy định,1
VSL,quy đồng mẫu số,1
VSL,quyên góp,1
VSL,quyến luyến,1
VSL,quyết tâm,3
VSL,quyết định,3
VSL,quyền lợi,3
VSL,quyển vở,3
VSL,quà,1
VSL,quàng khăn,1
VSL,quá cảnh,1
VSL,quát mắng,1
VSL,quân đội,2
VSL,quét dọn,1
VSL,quét nhà,1
VSL,quê,3
VSL,quên,1
VSL,quý giá,1
VSL,quý hiếm,1
VSL,quạt cây,1
VSL,quạt treo tường,1
VSL,quạt trần,1
VSL,quả,1
VSL,quả bưởi,3
VSL,quả bầu,1
VSL,quả bầu hồ lô,1
VSL,quả cam,1
VSL,quả chanh,1
VSL,quả chuối,1
VSL,quả chôm chôm,1
VSL,quả dưa hấu,3
VSL,quả dừa,3
VSL,quả dừa xiêm,3
VSL,quả gấc,1
VSL,quả hồng,1
VSL,quả hồng xiêm,1
VSL,quả khế,3
VSL,quả lê,1
VSL,quả mít,1
VSL,quả mướp,1
VSL,quả na,1
VSL,quả nho,1
VSL,quả nhãn,3
VSL,quả quýt,1
VSL,quả quất,1
VSL,quả roi,3
VSL,quả su su,1
